BookingId,AccountId,RepId,ProductId,BookingDate,RevenueAmount
1393,56,2,2,2026-01-30,14390.0
1394,56,2,2,2026-01-14,10150.0
1395,16,14,2,2025-04-27,4910.0
1396,16,14,2,2025-05-30,1430.0
1397,4,3,3,2025-03-29,1580.0
1398,4,3,3,2025-04-10,1260.0
1399,4,3,3,2025-05-09,1640.0
1400,46,15,2,2025-08-30,710.0
1401,46,15,2,2025-09-15,1610.0
1402,81,10,1,2025-07-06,1710.0
1403,81,10,1,2025-07-16,1510.0
1404,81,10,1,2025-07-20,1330.0
1405,58,9,3,2025-05-25,470.0
1406,58,9,3,2025-06-06,930.0
1407,4,3,1,2025-01-02,1870.0
1408,4,3,1,2025-01-02,610.0
